"appid","name","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever","average_2weeks","median_forever","median_2weeks","price"
356570,"Party Hard",251605,12958,199326,11534,27976,4322,355,193,216,64,644
238910,"Bionic Dues",367354,15655,199151,11529,2448,1278,240,40,193,42,229
417890,"Apotheon Arena",280805,13688,199151,11529,2623,1323,48,43,12,42,0
368730,"No Time To Explain Remastered",907981,24593,198801,11519,5945,1992,121,35,58,32,749
235210,"Strider",447434,17275,198277,11504,2448,1278,253,153,107,150,449
25900,"King's Bounty: The Legend",405471,16446,198277,11504,2448,1278,1410,192,296,116,174
78000,"Bejeweled 3",406170,16460,198102,11499,10491,2646,2948,595,241,64,249
506140,"Shop Heroes",243387,12744,197927,11493,20457,3696,1502,1593,58,160,0
274900,"Murder Miners",444112,17211,197752,11488,6644,2106,220,179,47,45,49
428430,"Endorlight",330111,14841,197577,11483,7169,2188,296,120,266,125,50
45700,"Devil May Cry 4",301786,14190,197577,11483,1224,904,521,237,166,373,1999
222980,"Dead Pixels",261571,13212,197402,11478,1224,904,184,49,53,61,74
264240,"CONSORTIUM",390434,16138,197228,11473,1399,966,198,783,182,1160,999
107300,"Breath of Death VII ",602349,20039,197053,11468,1043,1019,158,51,29,74,199
214550,"Eets Munchies",519296,18609,196878,11463,531,734,112,43,39,43,174
272860,"Next Car Game Sneak Peek 2.0",288673,13879,196528,11453,2098,1183,141,61,43,28,0
63950,"IL-2 Sturmovik: Cliffs of Dover",215237,11985,196528,11453,6120,2021,1781,385,147,49,749
11390,"Crash Time II",523143,18677,196179,11443,2123,2078,148,6,22,7,99
40960,"Stronghold 2",351443,15312,196179,11443,3322,1489,860,249,161,151,99
387860,"the static speaks my name",296191,14058,196179,11443,1049,837,34,13,14,14,0
257400,"Fuse",323292,14687,195829,11432,7693,2266,214,33,41,22,0
99700,"NightSky",563707,19387,195129,11412,796,899,94,68,25,101,499
319910,"Trine 3: The Artifacts of Power",418234,16702,194955,11407,6294,2050,261,100,182,76,549
73010,"Cities in Motion",247409,12849,194955,11407,3672,1565,1484,299,190,239,499
297130,"Titan Souls",349694,15274,194780,11402,13813,3037,121,42,60,16,374
9010,"Return to Castle Wolfenstein",350569,15293,194605,11397,5071,1840,373,119,55,58,499
290790,"Grey Goo",285700,13807,194605,11397,6120,2021,584,139,258,119,699
221810,"The Cave",268390,13383,194605,11397,1224,904,298,220,161,311,324
394380,"BattleStick",239366,12639,194255,11386,3497,1528,38,12,10,11,0
237630,"DuckTales Remastered",226252,12288,194255,11386,2448,1278,280,187,120,257,461
230290,"Universe Sandbox ",201599,11600,194255,11386,30249,4494,657,107,182,38,1839
39680,"The Guild II: Renaissance",351443,15312,194080,11381,5595,1933,1117,350,376,307,249
270450,"Robot Roller-Derby Disco Dodgeball",298989,14124,194080,11381,6994,2161,204,71,84,36,199
395520,"Missing Translation",299164,14128,194080,11381,2972,1408,48,35,18,32,0
352400,"LEGO Jurassic World",226077,12283,194080,11381,11190,2733,1360,291,670,83,999
415860,"Tactical Craft Online",246535,12827,193556,11366,2623,1323,52,34,9,49,0
404730,"Wasteland 2: Director's Cut",633821,20555,192856,11345,10316,2624,1130,865,210,620,0
99300,"Renegade Ops",737156,22164,192682,11340,699,683,220,46,71,49,424
234330,"Marvel Puzzle Quest",356513,15422,192682,11340,10666,2668,4682,548,108,396,0
242570,"Space Hulk",254578,13034,192682,11340,1049,837,339,88,103,128,2299
310950,"Street Fighter V",197927,11493,192682,11340,44411,5445,3332,466,1011,161,2999
400240,"The Deer",318572,14579,192332,11330,8043,2317,247,513,201,125,59
285580,"ACE - Arena: Cyber Evolution",479081,17875,192157,11325,521,721,76,3,16,3,0
207650,"A Virus Named TOM",388336,16095,191982,11320,531,1039,142,34,70,34,499
323850,"Move or Die",206145,11730,191633,11309,16086,3277,263,71,142,27,1499
243970,"Invisible, Inc.",255627,13061,190933,11289,14687,3131,747,183,229,81,599
275490,"Canyon Capers",318921,14587,190234,11268,1062,1038,255,4571,117,9059,89
2870,"X Rebirth",204746,11690,190059,11263,5770,1963,2467,665,349,114,749
376870,"Minecraft: Story Mode - A Telltale Games Series",201249,11589,189884,11258,8917,2440,772,207,438,79,1149
111800,"Blocks That Matter",277133,13599,189360,11242,782,883,228,12,66,19,499
7000,"Tomb Raider: Legend",839441,23649,188660,11221,3847,1602,362,392,71,147,174
20530,"Red Faction",529787,18795,188310,11211,1923,1133,200,48,65,61,249
349040,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 4",205096,11700,187611,11190,23080,3925,1067,151,608,53,1249
266010,"LYNE",228176,12340,187436,11185,5945,1992,370,197,148,47,89
298160,"Eldevin",326964,14770,187086,11174,2972,1408,497,411,25,98,0
244770,"StarMade",233596,12486,186562,11159,5245,1871,1137,456,89,125,1124
278080,"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition",195479,11422,186562,11159,5945,1992,1842,568,633,177,1999
2310,"Quake",344624,15163,186387,11154,3147,1449,209,28,30,25,499
38600,"Faerie Solitaire",269964,13422,186387,11154,1399,966,823,35,228,58,99
290300,"Rebel Galaxy",264893,13295,186212,11148,10666,2668,933,163,326,47,679
327640,"CaesarIA",291295,13942,186037,11143,1564,1249,107,103,17,154,0
41050,"Serious Sam Classic: The First Encounter",725091,21983,185688,11133,1224,904,165,21,39,31,999
298520,"Orbital Gear",273461,13508,185688,11133,4021,1638,147,39,96,32,69
385800,"NEKOPARA Vol. 0",251780,12962,185338,11122,5245,1871,277,272,74,25,149
63000,"HOARD",393931,16210,185163,11117,782,883,127,19,46,22,249
397100,"MachineCraft",249857,12913,184289,11091,3497,1528,344,867,11,429,0
221020,"Towns",206320,11735,184289,11091,1593,1800,1344,17,160,25,599
42650,"Transformers: War for Cybertron",221182,12150,184114,11085,2098,1183,490,226,234,262,499
400250,"Paradise Island - VR MMO",288673,13879,183939,11080,4546,1742,417,687,355,220,49
212200,"Mabinogi",557937,19288,183590,11070,3497,1528,4272,1017,53,397,0
292140,"FINAL FANTASY XIII-2",379418,15909,183590,11070,4721,1775,1013,462,261,298,1599
2300,"DOOM II: Hell on Earth",430998,16955,183415,11064,4021,1638,174,466,13,167,999
355150,"gravilon",286924,13837,183415,11064,2623,1323,232,94,183,88,24
389300,"TERA",315774,14515,183415,11064,10841,2690,1490,517,272,264,0
2130,"Dark Messiah of Might & Magic Multi-Player",977396,25513,182191,11027,1304,1140,276,36,25,61,249
111900,"Guardians of Middle-earth",617560,20290,182191,11027,874,764,220,80,73,122,474
303210,"The Beginner's Guide",289022,13887,182191,11027,2972,1408,118,66,94,82,449
537180,"Digimon Masters Online",277657,13612,182016,11022,109454,8548,374,458,24,30,0
262150,"Vanguard Princess",260872,13194,181666,11011,1399,966,167,5,96,7,249
105430,"Age of Empires Online",514925,18530,181491,11006,512,1003,2208,1,380,1,0
278460,"Skyborn",443762,17204,181317,11001,1049,837,264,126,226,225,299
250260,"Jazzpunk",294792,14025,181317,11001,1923,1133,201,129,136,87,899
261430,"AION Free-to-Play",371026,15733,181142,10996,9791,2557,1587,901,239,325,0
331120,"Passing Pineview Forest",379768,15917,180967,10990,1327,1161,57,12,12,15,0
46500,"Syberia",335007,14950,180967,10990,1748,1080,240,113,90,163,389
33440,"Driver San Francisco",222056,12174,180792,10985,5770,1963,864,140,270,78,499
205190,"Rocksmith",211215,11873,180792,10985,2273,1232,1335,114,380,187,1499
341310,"Greyfox",281329,13701,180617,10980,4721,1775,229,149,194,159,24
345180,"Victor Vran",263495,13260,180617,10980,6469,2078,691,470,295,251,499
368370,"Her Story",270838,13443,180093,10964,2448,1278,181,216,139,198,299
330760,"Running Shadow",404946,16435,179044,10932,525,591,86,485,18,485,0
368500,"Assassin's Creed Syndicate",204921,11695,179044,10932,16261,3295,1746,340,1104,75,1999
292410,"Street Racing Syndicate",304584,14256,178694,10921,5945,1992,216,117,171,111,99
409510,"Genesis Online",241464,12694,178694,10921,2273,1232,40,19,15,15,0
214190,"Minimum",202298,11620,178694,10921,2050,2006,305,84,123,16,499
439700,"H1Z1: King of the Kill Test Server",3040767,44869,178169,10905,14337,3094,92,19,15,11,0
39190,"Dungeon Siege",384489,16015,178169,10905,3847,1602,322,85,40,40,174
310080,"Hatoful Boyfriend",254403,13029,177994,10900,2972,1408,278,41,100,35,199
57740,"Jagged Alliance - Back in Action",257025,13096,177470,10884,2623,1323,2873,625,544,806,499
6920,"Deus Ex: Invisible War",884727,24277,176771,10862,1564,1249,130,36,7,43,174
409720,"BioShock 2 Remastered",3230651,46236,176421,10851,24129,4014,228,279,90,35,999
227240,"Construct 2 Free",556014,19254,176421,10851,2448,1278,358,547,13,44,0
236510,"Takedown: Red Sabre",241464,12694,176421,10851,1399,966,170,46,54,72,499
227860,"Castle Story",184289,11091,176421,10851,5945,1992,475,271,179,97,1999
215100,"Ragnarok",468765,17681,176246,10846,5071,1840,1130,634,21,46,0
13240,"Unreal Tournament: Game of the Year Edition",341477,15094,176071,10841,3672,1565,262,50,63,34,339
391260,"Labyronia RPG",293918,14004,175896,10835,4546,1742,258,153,202,120,24
304430,"INSIDE",187611,11190,175721,10830,11365,2754,351,126,255,73,1499
261110,"Killer is Dead",317173,14547,175547,10825,3322,1489,267,249,135,330,399
344040,"Voxelized",295142,14033,175547,10825,1399,966,201,1,162,1,0
329110,"Gems of War",291995,13958,175372,10819,20807,3727,3897,1092,199,573,0
39510,"Gothic II: Gold Edition",377845,15876,175197,10814,6120,2021,794,549,26,191,249
35480,"Dwarfs!",346547,15205,175022,10808,1327,1161,184,25,54,13,224
72000,"Closure",418409,16706,174497,10792,531,734,108,105,42,105,199
238240,"Edge of Space",226252,12288,174323,10787,1923,1133,343,98,125,112,374
312280,"Simply Chess",277308,13603,174148,10781,8218,2342,110,85,29,39,0
363680,"Battlefleet Gothic: Armada",182016,11022,174148,10781,18184,3484,1402,348,511,126,1999
212390,"C9",619309,20319,173973,10776,3497,1528,512,219,13,5,0
3990,"Sid Meier's Civilization IV: Warlords",1170427,27912,173798,10770,2098,1183,1131,286,53,334,124
482920,"Hero Zero",244436,12772,173623,10765,4721,1775,588,614,21,558,0
107800,"Rochard",417360,16685,173274,10754,521,721,194,32,53,32,899
292730,"Call of Duty®: Infinite Warfare",202823,11635,172749,10738,139178,9639,869,636,500,282,4019
423880,"Carpe Diem",252829,12989,172574,10733,2098,1183,79,9,8,12,0
97100,"Section 8: Prejudice",218209,12068,172224,10722,699,683,443,36,193,38,499
281690,"The Legend of Korra",226952,12307,172224,10722,2273,1232,356,114,201,136,749
21110,"F.E.A.R.: Extraction Point",1220258,28497,171525,10700,2798,1366,253,127,136,114,224
250340,"Blockland",197577,11483,171350,10694,4196,1674,1132,265,106,62,499
251670,"Battle Nations",332909,14903,171001,10683,0,0,479,0,25,0,0
407840,"Guardians of Orion",261222,13203,170826,10678,3847,1602,177,25,39,23,49
274310,"Always Sometimes Monsters",383440,15993,170476,10667,1923,1133,271,179,127,207,249
242550,"Rayman Legends",211565,11883,170476,10667,6469,2078,1042,212,340,50,999
200010,"Quantum Conundrum",261397,13207,169951,10651,525,591,342,17,167,17,224
459510,"Zula",231847,12439,169602,10640,32172,4635,624,224,214,78,0
207490,"Rayman Origins",209642,11829,169602,10640,2098,1183,656,119,179,147,499
271240,"Offworld Trading Company",189534,11247,169427,10634,8393,2367,551,163,278,85,1359
397060,"Faeria",399876,16332,169252,10629,13813,3037,689,242,145,38,0
108200,"Ticket to Ride",272762,13491,169077,10623,6819,2134,1397,253,151,50,249
95400,"ibb & obb",223280,12207,169077,10623,2798,1366,231,95,163,89,339
380360,"Tap Tap Infinity",265243,13304,168902,10618,3672,1565,1660,838,88,30,0
288570,"Wolfenstein: The New Order German Edition",191108,11294,168902,10618,7868,2292,1150,400,790,221,659
317410,"Color Symphony",329587,14829,168553,10607,531,1039,28,108,11,108,0
249870,"Scribblenauts Unmasked",200550,11569,168553,10607,4546,1742,629,105,188,31,1999
201230,"EverQuest II",574373,19569,168378,10601,3497,1528,2366,481,137,246,0
261760,"Lichdom: Battlemage",239191,12634,168203,10596,2448,1278,363,238,163,143,924
49400,"Magic: The Gathering - Duels of the Planeswalkers",171175,10689,168203,10596,531,1039,1694,4,732,4,0
91900,"Post Apocalyptic Mayhem",239541,12643,168028,10590,525,591,257,27,88,27,999
96300,"Ravaged Zombie Apocalypse",212264,11902,167853,10585,0,0,163,0,58,0,0
39530,"Painkiller: Black Edition",338154,15020,167678,10579,3128,1766,307,122,70,54,249
39690,"ArcaniA",411066,16559,167504,10574,874,764,463,469,88,922,499
260410,"Get Off My Lawn!",355639,15403,167504,10574,1399,966,250,1068,19,140,0
32390,"Star Wars - Jedi Knight: Mysteries of the Sith",843987,23713,167154,10563,1224,904,64,4,5,6,74
373110,"Temper Tantrum",241464,12694,166979,10557,7169,2188,230,364,195,190,0
285920,"TerraTech",172050,10716,166804,10552,15212,3187,1002,195,399,29,1399
353360,"how do you Do It",276259,13577,166280,10535,699,683,16,2,3,2,0
533780,"Zombie Defense",213663,11941,166280,10535,32347,4647,300,209,47,41,0
407230,"Legend of Mysteria",317348,14551,166105,10530,5595,1933,230,198,211,154,24
331600,"ONE PIECE PIRATE WARRIORS 3",183240,11059,166105,10530,10841,2690,1448,277,608,97,999
214170,"Divine Divinity",461771,17549,165930,10524,2098,1183,465,135,39,185,74
39200,"Dungeon Siege 2",394980,16232,165930,10524,2972,1408,530,305,39,45,174
510050,"You Have 10 Seconds",205795,11720,165930,10524,7344,2214,39,17,9,4,0
32350,"Star Wars Starfighter",752542,22394,165580,10513,796,899,102,4,13,6,149
306660,"Ultimate General: Gettysburg",295841,14050,165580,10513,5945,1992,622,570,138,82,1499
3720,"Evil Genius",221357,12154,165580,10513,1748,1080,856,76,350,42,249
254440,"Pool Nation",228350,12345,165580,10513,2098,1183,446,139,202,173,449
314970,"Age of Conquest IV",221706,12164,165580,10513,6294,2050,260,265,18,70,0
98300,"Toy Soldiers",209642,11829,165056,10496,1399,966,303,42,153,40,89
232750,"Mars: War Logs",262446,13234,164531,10480,874,764,386,185,199,300,374
253650,"Sparkle 2 Evo",226252,12288,163832,10457,1399,966,154,67,75,84,49
92000,"Hydrophobia: Prophecy",334133,14931,163307,10441,0,0,152,0,56,0,99
284950,"Pixel Puzzles: Japan",263145,13251,162958,10429,2273,1232,362,144,198,143,104
12180,"Grand Theft Auto 2",619833,20328,162783,10424,512,1003,143,1,10,1,0
416270,"GooCubelets 2",244436,12772,162783,10424,5770,1963,286,173,272,176,22
215510,"Rocketbirds: Hardboiled Chicken",470863,17721,162608,10418,1049,837,108,18,44,23,159
233700,"Sword of the Stars: The Pit",224329,12236,162433,10413,2273,1232,722,136,127,128,139
35460,"The Ball",291995,13958,161734,10390,531,734,146,40,39,40,499
201290,"Sins of a Solar Empire: Trinity",194430,11392,161734,10390,525,591,1338,119,351,119,499
214970,"Intrusion 2",374698,15810,161559,10384,525,591,92,50,27,50,279
255480,"NBA 2K14",168378,10601,161384,10379,4896,1808,5802,365,1477,344,2999
244730,"Divekick",258424,13132,160859,10362,1399,966,201,36,109,45,499
39650,"The Guild II",490621,18088,160685,10356,1399,966,379,315,84,305,249
207080,"Indie Game: The Movie",351793,15320,160685,10356,531,1039,261,96,120,96,249
429180,"Project CARS - Pagani Edition",279231,13650,160685,10356,38117,5045,28,32,12,11,0
33420,"Call of Juarez: The Cartel",193906,11376,160685,10356,531,1039,526,743,195,743,499
474750,"Reigns",165231,10502,160335,10345,19058,3567,188,81,127,40,200
370100,"Uncrowded",248283,12872,160160,10339,1049,837,171,97,126,122,0
434110,"Premium Pool",219258,12097,159810,10328,3497,1528,75,79,16,20,0
251730,"Legend of Grimrock 2",284476,13778,159635,10323,7169,2188,957,321,320,166,747
244870,"Electronic Super Joy",206495,11739,159635,10323,1399,966,193,36,104,62,59
58550,"A Game of Thrones - Genesis",201948,11610,159461,10317,521,721,324,20,99,20,249
6220,"FlatOut",305983,14288,159286,10311,2098,1183,299,91,46,65,174
209190,"Stealth Bastard Deluxe",292519,13971,159286,10311,782,883,172,20,93,35,179
6840,"Commandos 3: Destination Berlin",489048,18059,159111,10306,1224,904,119,16,13,15,59
282210,"Sid Meier's Starships",298464,14112,159111,10306,1399,966,611,118,177,107,749
329950,"The Slaughtering Grounds",234120,12500,158936,10300,3672,1565,223,126,197,124,0
238280,"Legend of Dungeon",210341,11848,158936,10300,1399,966,202,68,54,112,349
251150,"The Legend of Heroes: Trails in the Sky",207544,11769,158936,10300,2098,1183,1134,359,376,430,799
245490,"Trials Fusion",176771,10862,158936,10300,4196,1674,666,68,274,37,999
220740,"Chaos on Deponia",347072,15217,158761,10294,2623,1323,503,144,404,150,199
230700,"La-Mulana",253703,13012,158761,10294,1574,1025,443,24,111,25,374
438680,"One Troll Army",210166,11843,158761,10294,3672,1565,136,26,49,15,0
2620,"Call of Duty",224853,12250,158412,10283,4196,1674,487,136,174,91,999
274290,"Gods Will Be Watching",247933,12863,157712,10260,2448,1278,191,91,87,145,224
31270,"Puzzle Agent",551993,19185,157537,10254,1399,966,218,1649,135,1686,124
377840,"FINAL FANTASY IX",190583,11278,157537,10254,10141,2602,1371,452,568,156,2099
326410,"Windward",183065,11054,157188,10243,1399,966,703,72,297,89,499
253250,"Stonehearth",165056,10496,157188,10243,18009,3467,1262,439,626,163,2299
227220,"Sang-Froid - Tales of Werewolves",265418,13308,157013,10237,782,883,224,2431,77,2521,1499
231040,"Beatbuddy: Tale of the Guardians",405645,16449,156838,10232,1399,966,137,820,49,1633,359
9870,"Ghostbusters: The Video Game",237617,12593,156838,10232,2972,1408,307,115,113,115,999
307070,"Memories of a Vagabond",272762,13491,156663,10226,796,899,189,61,105,73,149
381990,"Dragon Saga",256501,13083,156663,10226,3497,1528,339,480,11,67,0
258760,"Scania Truck Driving Simulator",373998,15795,156139,10209,3847,1602,124,32,35,22,249
268650,"From The Depths",188660,11221,156139,10209,19933,3648,3165,549,585,175,799
40980,"Stronghold Legends",357737,15449,155964,10203,5945,1992,602,157,127,76,1004
41100,"Hammerfight",503560,18325,155439,10186,525,591,106,12,11,12,499
258880,"Professional Farmer 2014",210166,11843,155439,10186,1049,837,663,195,144,382,1499
31410,"Zombie Driver",190059,11263,154915,10169,0,0,198,0,70,0,0
245280,"ENSLAVED: Odyssey to the West Premium Edition",294443,14017,154740,10163,1574,1025,322,346,151,518,499
237890,"Agarest: Generations of War",203347,11650,154565,10157,1049,837,1125,750,198,1126,599
360740,"Downwell",183415,11064,154565,10157,8568,2392,242,126,98,27,101
230190,"War for the Overworld",163482,10446,154565,10157,5245,1871,740,391,393,230,1119
3730,"Aliens versus Predator Classic 2000",196179,11443,154215,10146,1224,904,140,19,45,29,124
243120,"Betrayer",256851,13092,153166,10111,2972,1408,226,83,122,57,149
225280,"Full Mojo Rampage",281854,13714,152816,10100,1224,904,204,33,86,45,1199
375960,"Pro Evolution Soccer 2016",154915,10169,152816,10100,27626,4295,6853,517,2356,264,1999
96200,"Steel Storm: Burning Retribution",393756,16207,152642,10094,0,0,111,0,30,0,699
301750,"RADical ROACH Deluxe Edition",263145,13251,152642,10094,1025,1418,203,256,99,420,104
373330,"All Is Dust",333958,14927,152467,10088,1593,1271,18,16,8,28,0
65540,"Gothic",320145,14615,152117,10077,4896,1808,306,258,16,19,399
15320,"IL-2 Sturmovik: 1946",228525,12349,152117,10077,3497,1528,900,149,90,121,499
324800,"Shadow Warrior 2",161734,10390,152117,10077,34270,4783,782,249,591,108,2774
382120,"Journey To The Center Of The Earth",273286,13504,151942,10071,6994,2161,256,176,240,192,399
207350,"Ys Origin",245835,12808,151942,10071,1748,1080,639,204,258,97,479
241240,"Contraption Maker",254228,13025,151942,10071,2623,1323,207,177,77,213,139
211260,"They Bleed Pixels",191458,11304,151942,10071,1748,1080,242,49,98,31,199
312150,"Wild Warfare",285001,13790,151767,10065,1399,966,40,5,12,7,0
304730,"Train Fever",161034,10368,151767,10065,12414,2879,3472,322,782,68,249
212180,"Combat Arms",354066,15369,151593,10059,0,0,1030,0,79,0,0
251970,"Sins of a Dark Age",340602,15074,151593,10059,0,0,168,0,39,0,0
205650,"The Testament of Sherlock Holmes",304234,14248,151418,10053,1399,966,442,822,191,1446,499
361280,"Turmoil",155789,10197,151418,10053,8568,2392,612,159,319,39,489
392870,"Attrition: Nuclear Domination",204396,11680,151243,10048,9092,2464,229,168,186,176,0
21980,"Call of Juarez: Bound in Blood",212964,11922,150893,10036,874,764,399,217,143,237,499
232450,"SolForge",299688,14141,150543,10024,2623,1323,4432,1292,114,1531,0
356040,"Sheltered",207544,11769,150194,10013,8568,2392,722,203,260,117,441
255070,"Abyss Odyssey",296191,14058,149494,9989,1923,1133,259,113,155,115,299
304270,"Grand Chase",620358,20336,149319,9984,531,1039,571,12340,24,12340,0
11200,"Shadowgrounds: Survivor",507057,18388,149145,9978,1574,1025,177,248,97,473,149
252850,"Streamline",493069,18133,149145,9978,145473,9854,159,157,47,46,1499
420790,"StarBreak",200375,11564,149145,9978,3322,1489,237,72,18,37,0
211580,"Wanderlust: Rebirth",212264,11902,148970,9972,521,721,225,100,82,100,499
491130,"Red Trigger",208418,11794,148970,9972,1748,1080,41,13,12,20,0
215670,"Home",307731,14329,148795,9966,874,764,56,5,48,6,299
335150,"Magic Barrage - Bitferno",281329,13701,148795,9966,0,0,133,0,9,0,0
22610,"Alien Breed: Impact",426103,16859,148620,9960,1049,837,184,45,57,70,89
364110,"Swordsman",305633,14280,148270,9948,2448,1278,347,754,33,815,0
220660,"StarDrive",193031,11351,147921,9937,782,883,1146,13,294,19,559
356130,"Heroes of Scene",240240,12662,147571,9925,1399,966,50,29,13,48,0
410590,"Fiends of Imprisonment",199850,11549,147396,9919,3497,1528,263,186,214,167,22
205610,"Port Royale 3",193381,11361,147396,9919,2623,1323,1079,190,240,228,374
298600,"Lovely Planet",247059,12840,147046,9907,3497,1528,166,69,133,68,299
313730,"Sunrider: Mask of Arcadius",547272,19103,146697,9896,2098,1183,317,51,89,51,0
2810,"X3: Reunion",382915,15982,146522,9890,796,899,835,27,46,42,499
214850,"GameMaker: Studio",192856,11345,146522,9890,14512,3113,2378,373,46,37,0
213120,"Transformers: Fall of Cybertron",181666,11011,146347,9884,2798,1366,1427,150,505,149,999
2320,"Quake II",324342,14710,146172,9878,2972,1408,242,169,42,88,499
18110,"Shattered Horizon",206145,11730,146172,9878,0,0,177,0,41,0,0
432150,"They Came From The Moon",217160,12039,145997,9872,8043,2317,309,146,262,119,22
311560,"Assassin's Creed Rogue",193556,11366,145997,9872,8568,2392,1614,400,944,100,1099
290340,"Armello",158586,10289,145997,9872,17135,3382,896,313,400,210,1399
496300,"Kingdom: New Lands",263320,13256,145823,9866,15736,3241,496,160,221,73,989
271860,"Super Killer Hornet: Resurrection",257375,13105,145473,9854,874,764,202,125,105,130,74
347560,"Terra Incognita ~ Chapter One: The Descendant",304059,14244,145298,9848,2448,1278,217,111,172,112,49
247240,"Volgarr the Viking",213838,11946,145123,9842,1574,1025,226,97,86,154,199
400430,"The Vanishing of Ethan Carter UE4",529262,18786,144948,9836,14862,3150,173,83,79,50,0
219910,"Edna & Harvey: Harvey's New Eyes",357213,15437,144948,9836,2448,1278,327,726,191,204,199
244050,"Rise of Flight: Channel Battles Edition",281154,13697,144948,9836,4196,1674,280,361,23,59,0
306410,"Crystals of Time",303010,14219,144773,9830,6644,2106,240,215,194,155,99
530330,"Blameless",228350,12345,144773,9830,27101,4254,60,37,36,24,0
510630,"Soccer Manager 2017",190583,11278,144074,9807,15037,3168,195,111,19,48,0
327410,"A Bird Story",237792,12597,143724,9795,2098,1183,157,148,84,125,119
45770,"Dead Rising 2: Off the Record",234820,12518,143550,9789,3322,1489,537,276,193,272,599
251470,"TowerFall Ascension",234120,12500,143375,9783,5595,1933,454,49,120,25,749
263300,"BlazBlue: Calamity Trigger",194430,11392,142850,9765,2098,1183,239,99,113,61,179
34600,"Order of War",187261,11180,142850,9765,1061,1469,1036,18,133,31,199
22120,"Penumbra: Black Plague",340078,15063,142675,9759,1574,1025,243,136,115,238,199
252630,"Eldritch",225728,12274,142675,9759,2273,1232,177,67,81,40,119
63500,"Swords and Soldiers HD",264893,13295,142500,9753,531,1039,163,110,61,110,199
15710,"Oddworld: Abe's Exoddus",382216,15968,142326,9747,1049,837,230,220,21,344,101
306020,"Bloons TD5",146172,9878,142326,9747,20807,3727,1827,236,870,66,499
4230,"Race: The WTCC Game",242688,12726,141976,9735,531,734,320,6,34,6,1497
217140,"Rise of the Triad",204746,11690,141976,9735,1399,966,202,36,94,29,374
42170,"Krater",196703,11458,141976,9735,0,0,364,0,133,0,374
24840,"Medal of Honor: Airborne",172924,10743,141976,9735,4896,1808,498,263,169,143,499
287680,"Pro Evolution Soccer 2015",143550,9789,141976,9735,8043,2317,7391,361,2704,270,0
217750,"Age of Conan: Unchained - EU version",438517,17102,141801,9729,4896,1808,1261,592,136,224,0
275670,"Space Run",203872,11665,141801,9729,1399,966,441,150,220,54,374
219870,"Football Superstars",461247,17539,141626,9723,0,0,167,0,27,0,0
344750,"Deadly Profits",204921,11695,141277,9711,6994,2161,299,189,267,176,0
275470,"Chip",206320,11735,141277,9711,699,683,254,127,158,153,119
33350,"Anno 1404: Venice",164182,10468,141277,9711,6994,2161,1624,436,650,220,339
418070,"Turbo Pug",231498,12429,140927,9699,9092,2464,234,103,57,23,49
375460,"16bit Trader",190059,11263,140927,9699,2448,1278,316,278,270,456,50
346250,"The Old Tree",251605,12958,140752,9693,874,764,24,14,13,17,0
6100,"Eets",262970,13247,140577,9687,0,0,52,0,8,0,0
13560,"Tom Clancy's Splinter Cell",255452,13056,140227,9675,2448,1278,318,182,84,205,249
468560,"Blind Trust",193031,11351,140227,9675,2798,1366,15,23,5,15,0
250460,"Bridge Constructor",249682,12908,140053,9669,2448,1278,287,56,91,76,599
370510,"Fragile Ball",204571,11685,140053,9669,3322,1489,240,111,189,118,24
354240,"Please, Dont Touch Anything",170476,10667,140053,9669,3497,1528,124,28,77,12,124
61700,"Might & Magic: Clash of Heroes",261921,13220,139878,9663,2448,1278,1313,328,476,391,499
391720,"Layers of Fear",166979,10557,139878,9663,5945,1992,278,158,199,120,999
336520,"Might & Magic Heroes Online",234295,12504,139703,9657,1923,1133,505,947,18,229,0
382240,"Blood of Old",269614,13413,139528,9651,1399,966,281,155,261,184,0
252030,"Valdis Story: Abyssal City",191982,11320,139528,9651,1304,1140,517,168,161,270,1499
228760,"TrackMania Canyon",172924,10743,139528,9651,3322,1489,1080,395,207,198,999
264380,"Narcissu 1st & 2nd",334832,14946,139353,9645,1574,1025,99,176,15,177,0
305050,"Outland",277657,13612,139353,9645,2273,1232,180,76,88,39,249
223830,"Xenonauts",204396,11680,139353,9645,2448,1278,1771,542,566,311,2299
388870,"Devils Share",201424,11595,138829,9627,8568,2392,275,185,244,187,0
211360,"Offspring Fling!",301786,14190,138654,9621,521,721,138,85,93,85,299
7110,"Jade Empire: Special Edition",204222,11675,138654,9621,525,591,420,45,94,45,374
399790,"Destiny Warriors",212090,11897,138479,9614,4371,1708,244,193,211,164,24
16720,"Velvet Assassin",297065,14079,138304,9608,782,883,148,15,26,24,99
285840,"Enemy Mind",267516,13361,138129,9602,1748,1080,152,112,122,167,199
22650,"Alien Breed 2: Assault",508281,18411,137954,9596,699,683,118,67,31,67,99
270170,"Depression Quest",289197,13891,137954,9596,782,883,124,48,14,80,0
290730,"My Lands",300737,14166,137605,9584,2623,1323,1982,419,14,654,0
349720,"Audition Online",369627,15703,137430,9578,2448,1278,413,70,24,54,0
9500,"Gish",319621,14603,137255,9572,0,0,33,0,10,0,999
2270,"Wolfenstein 3D",286749,13832,136905,9560,1224,904,106,25,17,33,499
